sentiment-bertmulti,sentiment-textblob,sentiment-vader
1.0,-0.45,-0.5267
2.0,0.26666666666666666,0.7227
3.0,0.0,0.3818
3.0,0.1875,-0.0516
3.0,-0.07500000000000001,-0.34
4.0,0.0625,-0.4574
3.0,0.0,0.0
3.0,-0.17708333333333331,0.101
1.0,0.1,0.0
2.0,0.1229166666666667,-0.3261
2.0,0.31280303030303036,0.9796
3.0,0.0,0.0
1.0,0.09581632653061224,-0.5255
4.0,0.0,0.5574
1.0,0.25,0.6652
3.0,0.0,-0.2732
5.0,0.08854166666666667,0.8398
5.0,0.0869047619047619,0.7181
3.0,0.24785714285714286,0.7925
2.0,0.22371031746031747,0.9022
2.0,0.13999999999999999,0.5841
5.0,0.26666666666666666,0.872
2.0,0.1294246031746032,0.9873
2.0,0.13819444444444448,0.5106
5.0,0.05681818181818184,0.8714
1.0,0.0,0.0
1.0,0.05833333333333333,0.6705
2.0,0.2916666666666667,-0.1027
4.0,0.0,0.765
2.0,0.02875,-0.296
5.0,0.11875,0.8653
1.0,0.012072649572649589,-0.7511
5.0,-0.01016156462585034,-0.6597
4.0,0.0066666666666666706,-0.872
5.0,0.04232142857142858,0.5423
1.0,0.09166666666666667,0.6059
2.0,0.18125,0.8779
4.0,0.1627551020408163,0.5994
5.0,0.0,0.0
5.0,-0.10000000000000002,0.5574
3.0,-0.008333333333333331,0.712
3.0,0.35,0.7501
5.0,0.13125,0.8979
5.0,0.2,0.0
5.0,0.04523809523809524,0.9682
2.0,0.12291666666666665,0.5293
4.0,0.75,0.4215
5.0,0.23166666666666663,0.8732
2.0,0.020833333333333336,-0.3612
3.0,0.10156249999999999,-0.296
2.0,0.025,0.9488
5.0,0.09999999999999999,0.4594
2.0,0.3566666666666667,0.8271
4.0,0.29791666666666666,0.7146
3.0,0.21166666666666673,0.831
3.0,0.0068681318681318715,0.4133
2.0,0.07083333333333335,-0.9213
2.0,-0.09903846153846153,-0.8448
1.0,0.07916666666666666,0.5574
4.0,0.2,0.765
5.0,-0.09375,0.0
2.0,0.0,0.2278
2.0,-0.6999999999999998,-0.4767
2.0,-0.00625,0.6114
5.0,0.2333333333333333,0.0
2.0,-0.10476190476190476,-0.2023
3.0,-0.042499999999999996,0.0
2.0,0.04940476190476192,0.4404
5.0,0.25416666666666665,0.3612
1.0,0.08333333333333333,-0.6908
1.0,0.06346153846153846,0.2176
2.0,-0.15625,-0.8211
2.0,0.0418452380952381,0.8497
2.0,0.22651515151515156,0.9578
4.0,0.0,0.34
5.0,0.0,0.4939
1.0,-0.09090909090909091,-0.7263
2.0,0.07272727272727274,-0.5739
4.0,-0.0875,-0.8381
2.0,0.0,-0.6249
3.0,-0.15,-0.577
3.0,-0.2,-0.34
5.0,0.24290123456790125,0.765
4.0,0.13953823953823954,0.958
4.0,0.2111111111111111,0.9765
1.0,0.0,0.296
1.0,0.11607142857142858,0.4785
5.0,0.10671296296296295,0.296
3.0,0.0,0.3612
3.0,0.0062500000000000056,0.0
2.0,-0.1,0.0
5.0,0.0725,0.1406
3.0,0.0,-0.7876
4.0,-0.10714285714285714,0.0
2.0,0.0380952380952381,-0.8555
4.0,0.0,0.3612
4.0,-0.3,0.1149
4.0,0.08687499999999998,0.8368
2.0,0.125,0.9153
5.0,0.13636363636363635,0.25
5.0,0.3,0.8876
2.0,0.10479166666666666,0.9843
5.0,0.25,0.1027
2.0,0.25,0.128
2.0,-0.05,-0.4588
5.0,0.28409090909090906,0.8591
2.0,0.1263888888888889,0.1779
2.0,0.15,-0.3089
4.0,0.0,0.3182
3.0,-0.002678571428571433,0.0179
3.0,0.09,0.6369
2.0,0.09659090909090909,0.7101
2.0,0.0,0.0
1.0,0.4,0.4939
2.0,0.2333333333333333,0.5938
1.0,0.0,0.0
3.0,0.0,0.0
3.0,0.0,0.0
3.0,-0.09375,0.5009
5.0,0.01944444444444445,0.705
2.0,0.2,-0.1803
2.0,0.18125,0.3164
1.0,-0.25,0.6933
4.0,0.13999999999999999,0.8674
5.0,0.475,0.4019
1.0,0.0,-0.0431
1.0,-0.22222222222222224,0.6315
5.0,0.8,0.1779
3.0,0.06022727272727272,-0.1548
3.0,0.2583333333333333,0.91
3.0,0.0,0.2732
2.0,0.2630952380952381,0.8016
2.0,0.15833333333333333,0.936
4.0,0.2972222222222222,0.9201
1.0,0.0,0.8074
1.0,0.25,0.4588
5.0,0.0,-0.4588
1.0,-0.125,0.0
2.0,0.0,0.4019
5.0,0.1,0.0
3.0,0.0,0.0
5.0,0.0,-0.2263
5.0,0.4666666666666666,0.8837
2.0,-0.11944444444444445,0.5024
5.0,0.18273809523809526,0.9814
5.0,0.2125,0.9682
3.0,0.3,-0.3573
1.0,-0.09999999999999999,0.6369
1.0,-0.17500000000000002,0.4939
3.0,1.0,-0.509
4.0,0.5333333333333333,0.5719
2.0,-0.075,0.4767
2.0,-0.41666666666666663,-0.8271
4.0,0.1,0.0
1.0,0.0,-0.3818
2.0,0.22916666666666666,0.224
5.0,0.6,0.7056
3.0,0.0,0.3291
1.0,0.0,0.0
3.0,-0.1875,0.0
5.0,0.8,0.8689
1.0,-0.9,-0.6369
5.0,0.1775132275132275,0.9716
4.0,0.16994949494949493,0.8867
5.0,0.0,-0.296
1.0,0.0,-0.3089
2.0,0.0,-0.5423
5.0,-0.14166666666666666,0.0971
2.0,0.034999999999999996,0.0973
2.0,-0.25,-0.1779
1.0,-0.8,-0.5994
5.0,-0.08,0.2023
1.0,-0.375,-0.128
1.0,0.0,-0.541
2.0,0.1525,0.136
4.0,-0.016666666666666666,0.3612
4.0,0.12433862433862435,0.1027
4.0,0.0,0.0
2.0,0.1111111111111111,0.8196
5.0,0.0,0.7717
2.0,-0.1074074074074074,0.9205
4.0,0.21587301587301586,0.9437
3.0,0.0,-0.2732
2.0,0.12128851540616245,0.9282
3.0,0.36726190476190473,0.9612
2.0,0.057142857142857155,-0.9735
2.0,0.1720238095238095,0.2606
2.0,0.011666666666666665,0.335
3.0,0.1403311965811966,0.9901
3.0,-0.05000000000000001,-0.4767
2.0,-0.08854166666666666,-0.2755
2.0,0.0,0.0258
5.0,0.22575757575757577,0.9413
4.0,0.14565217391304347,0.9773
5.0,0.0,0.0
2.0,0.275,0.4215
3.0,0.03303571428571428,0.9274
2.0,0.16388888888888895,-0.4268
3.0,0.012500000000000004,0.7351
4.0,0.4,0.7269
3.0,0.21212121212121213,0.34
5.0,0.13636363636363635,0.9338
2.0,0.015056022408963591,0.9287
4.0,-0.20982142857142858,-0.3182
2.0,0.25,0.8481
5.0,0.246875,0.7579
4.0,-0.0869047619047619,0.6597
2.0,0.185,-0.6858
2.0,0.023660714285714285,0.7663
3.0,0.07827380952380951,0.9891
2.0,0.014285714285714282,-0.25
2.0,0.3714285714285714,0.2892
5.0,-0.1708333333333333,0.6526
3.0,-0.1,0.0
2.0,0.05,0.0
1.0,-0.12592592592592594,-0.4019
3.0,-1.0,0.4767
3.0,0.25833333333333336,-0.5881
1.0,-0.016666666666666666,0.7269
1.0,0.23206845238095236,-0.2881
2.0,0.3,-0.3412
3.0,0.135,0.3182
2.0,0.17222222222222222,-0.4588
2.0,-0.15,-0.2263
4.0,0.0,-0.5994
3.0,0.0,0.0
2.0,0.55,0.6908
3.0,0.4583333333333333,0.4588
2.0,0.3,0.6809
3.0,0.0,0.6486
2.0,-0.05,0.34
5.0,-0.1,0.8225
3.0,0.10060606060606062,-0.0484
5.0,0.3375,0.9287
1.0,0.5,0.5267
5.0,0.0,0.0
1.0,-0.4833333333333332,-0.6629
1.0,0.3,0.9032
4.0,0.2,0.8268
3.0,0.3,0.2023
2.0,-0.1875,-0.7351
5.0,0.20000000000000004,0.4939
4.0,0.20714285714285713,0.8519
2.0,-0.05714285714285714,0.2023
2.0,0.0,0.0
3.0,0.25,0.2732
3.0,0.41805555555555557,0.9753
2.0,-0.06963869463869464,0.9042
2.0,-0.26916666666666667,0.1759
3.0,-0.125,-0.5927
2.0,-0.45,0.4215
2.0,0.7,0.3182
1.0,0.35,-0.4391
1.0,-0.08787878787878789,-0.2732
2.0,0.0,0.3612
1.0,0.10833333333333332,-0.1278
2.0,0.1,-0.8272
1.0,-0.05208333333333333,-0.6764
2.0,-0.0625,-0.6808
3.0,0.012083333333333324,0.9478
2.0,-0.02428571428571429,-0.4497
5.0,0.06731601731601732,0.4039
3.0,0.0,0.0
1.0,0.20208333333333336,0.9066
5.0,0.12857142857142856,0.9329
2.0,0.23888888888888887,0.973
2.0,0.3551781551781552,0.959
5.0,0.38499999999999995,0.8271
2.0,0.21277056277056278,0.8979
5.0,0.10466269841269842,-0.4785
5.0,0.0,0.6007
2.0,0.2727272727272727,0.9109
5.0,0.7,0.5106
5.0,0.6,0.6369
2.0,-0.75,-0.4767
2.0,-0.16666666666666666,0.8225
2.0,0.03235930735930736,0.8442
3.0,-0.25,-0.3919
2.0,0.2660493827160494,0.958
5.0,9.25185853854297e-18,0.3321
3.0,0.3,-0.3804
3.0,0.23958333333333331,0.4649
5.0,0.22000000000000003,0.5648
1.0,0.2,-0.1531
3.0,0.267687074829932,0.9733
2.0,-0.325,-0.5423
3.0,0.44999999999999996,0.7269
5.0,0.2,0.743
4.0,-0.2,-0.2732
5.0,-0.04007936507936508,0.3861
3.0,0.0,0.0
1.0,0.0,0.7378
4.0,0.3333333333333333,0.3182
2.0,0.0,0.0
4.0,0.7,0.7717
4.0,0.0,0.8405
1.0,0.0,0.3939
1.0,0.0,0.0
3.0,0.0,0.0
1.0,0.0,-0.1695
1.0,-0.1,-0.296
3.0,0.0,0.0
3.0,0.13,0.3182
4.0,-0.03253968253968253,0.5267
2.0,-0.5,0.0
2.0,-0.021428571428571425,0.9337
3.0,-0.7,-0.3634
3.0,0.0,-0.4118
3.0,0.3,0.7469
2.0,-0.6,-0.6933
4.0,0.0,0.6494
2.0,-0.0062500000000000056,-0.0516
3.0,-0.3,0.9174
4.0,0.36916666666666664,0.8753
4.0,0.0,0.0
5.0,0.5666666666666668,0.9517
1.0,0.0,0.1571
1.0,-0.125,0.0
2.0,0.1490909090909091,0.8176
2.0,0.028787878787878782,-0.0516
3.0,0.0,0.8271
1.0,-0.1875,0.0
3.0,0.0,0.2263
4.0,0.0,0.0
5.0,0.0,0.0772
5.0,0.0,0.1695
5.0,1.0,0.8126
4.0,0.1,0.0
5.0,0.030952380952380953,0.4715
1.0,0.041145833333333326,0.7391
3.0,0.0,0.0
5.0,0.1299707602339181,0.9732
5.0,0.09333333333333335,0.7077
5.0,0.024999999999999994,0.6908
5.0,0.0,0.9382
5.0,0.5,0.7783
5.0,0.44000000000000006,0.9623
2.0,0.17857142857142858,0.3182
4.0,0.24635416666666665,0.9512
2.0,0.20416666666666666,0.4574
3.0,-0.125,0.0
2.0,0.025,-0.8134
5.0,0.0,0.0
3.0,-0.07047619047619047,-0.25
2.0,0.125,0.3612
2.0,0.2611111111111111,0.7506
2.0,-0.105,0.0
1.0,0.0,0.0
2.0,0.0,-0.8043
1.0,0.1366161616161616,-0.4601
1.0,-0.19444444444444445,0.0
5.0,0.0,0.0
2.0,0.0,0.0
2.0,-0.14583333333333334,-0.1027
3.0,0.1,-0.1695
2.0,-0.2125,-0.2755
4.0,0.25,0.6249
1.0,0.0,0.0
2.0,0.03125,-0.3164
2.0,-0.05,-0.3054
1.0,0.0,0.0
1.0,-0.4,-0.128
3.0,0.1,0.0
5.0,0.15000000000000002,-0.0
2.0,0.26948051948051943,0.9233
5.0,0.0,0.0
5.0,0.0,0.0
2.0,0.0,0.2728
4.0,0.26785714285714285,0.8481
2.0,-0.125,0.0
3.0,0.35,0.0
3.0,-0.1875,0.0572
1.0,0.0,0.0772
2.0,0.09442857142857143,-0.7429
4.0,-0.19999999999999998,-0.2382
4.0,0.26031746031746034,0.2732
3.0,0.0,0.0
3.0,-0.19722222222222222,-0.3612
2.0,0.1125,0.0258
1.0,-0.044444444444444446,0.2732
2.0,0.2333333333333333,0.4588
1.0,0.0,-0.2263
4.0,0.0,0.0
4.0,0.3,0.4201
3.0,-0.10714285714285714,-0.2057
4.0,0.125,0.3919
4.0,0.5125,0.8971
5.0,0.45,0.6361
3.0,0.3333333333333333,0.6652
1.0,-0.29999999999999993,-0.7783
1.0,0.0,0.4019
5.0,0.20714285714285713,0.5413
3.0,0.13333333333333333,0.7869
4.0,0.6499999999999999,0.4404
5.0,0.14583333333333334,0.0
5.0,-0.053125,-0.9437
2.0,0.0798611111111111,0.4767
2.0,0.0,0.0
5.0,0.16666666666666666,-0.4767
3.0,0.8,0.8462
5.0,0.353125,0.8988
2.0,0.09523809523809523,-0.3245
4.0,0.09166666666666667,0.1864
3.0,0.15833333333333333,0.6249
3.0,0.0,-0.3612
5.0,0.39999999999999997,0.8728
3.0,0.25,0.3182
4.0,0.23928571428571427,0.892
4.0,0.1,0.3818
3.0,0.025000000000000005,0.0
2.0,0.125,-0.4215
2.0,-0.35,-0.6377
3.0,0.35,0.7199
3.0,0.4,0.8232
5.0,0.4481481481481482,0.6997
5.0,-0.27,-0.5542
1.0,-0.0937878787878788,-0.314
3.0,0.0,0.0
4.0,0.3013888888888889,0.9451
2.0,0.35,-0.2782
3.0,-0.13125,0.7548
3.0,0.0,0.6207
4.0,0.303125,0.9584
2.0,-0.0625,0.2939
2.0,0.7,-0.3412
2.0,0.09,0.7899
3.0,-0.13333333333333333,0.0
3.0,-0.7,0.0
2.0,-0.19166666666666665,0.431
2.0,0.19404761904761902,0.6731
4.0,0.35520833333333335,0.7304
1.0,-0.2,-0.8316
2.0,-0.2916666666666667,-0.7684
2.0,0.0,0.0
3.0,-0.5,-0.7876
2.0,0.5,-0.4201
5.0,0.08250000000000002,0.7227
5.0,0.04635416666666667,0.8005
2.0,0.21666666666666667,0.3612
2.0,0.0,-0.6124
2.0,-0.02999999999999999,-0.6361
2.0,0.041666666666666664,-0.5267
3.0,0.0,0.0
2.0,-0.01870748299319726,-0.9168
